書名,作者,語言,折扣,價格,連結
TensorFlow自然語言處理|善用 Python 深度學習函式庫，教機器學會自然語言 (電子書),Thushan Ganegedara  藍子軒,中文電子書,,434,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050061079/page/9/idx/33/cat/E05/pdf/1/spell/3
ROS 2機器人編程實戰：基於現代C++和Python 3,徐海望，高佳麗,簡體書,87,621,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN11827534/page/9/idx/34/cat/CN1/pdf/1/spell/3
機器學習入門：使用Scikit-Learn與TensorFlow (電子書),黃建庭,中文電子書,,420,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050143400/page/9/idx/35/cat/E05/pdf/1/spell/3
Outlier Detection in Python,Brett  Kennedy,外文書,,3849,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a904093/page/9/idx/36/cat/F01/pdf/1/spell/3
NLP with Python,Amara  Okafor,外文書,,4750,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b080951/page/9/idx/37/cat/F01/pdf/1/spell/3
"Hands-On AI Trading with Python, Quantconnect and AWS",Jiri  Pik,外文書,,2090,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a828412/page/9/idx/38/cat/F01/pdf/1/spell/3
"Learn Ai-Assisted Python Programming, Second Edition",Daniel  Leo  Porter  Zingaro,外文書,,2749,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a878359/page/9/idx/39/cat/F01/pdf/1/spell/3
Digital Image Processing Using Python: A comprehensive guide to the fundamentals of digital image processing (English,Kashyap  Manish,外文書,,2397,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b096290/page/9/idx/40/cat/F01/pdf/1/spell/3
"Dodo Yeesho in Chennai: The magical bag and stick in Python, Swift and Scala Programming languages in the Era of",Hosanee  Yeeshtdevisingh,外文書,,380,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b090904/page/9/idx/41/cat/F01/pdf/1/spell/3
Python GUI設計tkinter 菜鳥程式設計(增強版) (電子書),洪錦魁,中文電子書,,416,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050252783/page/9/idx/42/cat/E05/pdf/1/spell/3
Flask Web應用開發項目實戰：基於Python和統信UOS,木合塔爾·沙地克,簡體書,87,365,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN11953167/page/9/idx/43/cat/CN1/pdf/1/spell/3
Python網頁程式交易APP實作：Web + MySQL + Django(第二版) (電子書),林萍珍,中文電子書,,500,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050035105/page/9/idx/44/cat/E05/pdf/1/spell/3
Hands-On Mathematical Optimization with Python,Alessandro  Gromicho  Joaquim A. S.  Krzysztof  Postek  Zocca,外文書,,2999,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b132768/page/9/idx/45/cat/F01/pdf/1/spell/3
Hands-on Cryptography with Python: Master Cryptographic Foundations with Real-World Implementation for Secure System,Ali  Rasid,外文書,,2087,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b075402/page/9/idx/46/cat/F01/pdf/1/spell/3
"Mastering Design of Experiments: Principles, Applications, and Advanced Techniques with Python",Dakubo  Francis,外文書,,6874,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b091438/page/9/idx/47/cat/F01/pdf/1/spell/3
Modern Business Analytics: Increasing the Value of Your Data with Python and R,,外文書,,2508,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a776227/page/9/idx/48/cat/F01/pdf/1/spell/3
Python從初學到生活應用超實務(電腦視覺與AI加強版)：讓Python幫你處理日常生活與工作中繁瑣重複的工作 (電子書),陳會安,中文電子書,,490,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050137831/page/9/idx/49/cat/E05/pdf/1/spell/3
Voice To Code Using Python Programming Language,Naveen Kumar  Panda  Roshan  Vaishnav,外文書,,3960,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b106338/page/9/idx/50/cat/F01/pdf/1/spell/3
Fundamentals of Robotics: Practical Case Studies with MATLAB & Python,Hamid D.  Taghirad,外文書,,5059,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a870461/page/9/idx/51/cat/F01/pdf/1/spell/3
Fundamentals of Robotics: Practical Case Studies with MATLAB & Python,Hamid D.  Taghirad,外文書,,4509,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a870395/page/9/idx/52/cat/F01/pdf/1/spell/3
Statistics for Data Scientists and Analysts: Statistical approach to data-driven decision making using Python (English,Dipendra  Kumar Mukhiya  Pant  Suresh,外文書,,2277,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b059213/page/9/idx/53/cat/F01/pdf/1/spell/3
Advanced Python: Slaying the Data Science Beast,Jones  Ripley,外文書,,4560,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b051696/page/9/idx/54/cat/F01/pdf/1/spell/3
Python網絡運維自動化,王旭濤,簡體書,79,378,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN13112646/page/9/idx/55/cat/CN1/pdf/1/spell/3
Python預訓練視覺和大語言模型,（美）艾米麗·韋伯  郭濤,簡體書,87,312,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN13082662/page/9/idx/56/cat/CN1/pdf/1/spell/3
Python and Pygame: Fundamentals and Applications,Daniel  Gustavo  Ponce  Roberto,外文書,,9294,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b276942/page/9/idx/57/cat/F01/pdf/1/spell/3
Financial Data Analysis Using Python,Dmytro  Zherlitsyn,外文書,,2090,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b142651/page/9/idx/58/cat/F01/pdf/1/spell/3
Beginning Python 3 with Grok 2,Campesato  Oswald,外文書,,2090,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b152597/page/9/idx/59/cat/F01/pdf/1/spell/3
Signals and Systems: Theory and Practical Explorations with Python,Akbas  Emre  Fatos Tunay  Yarman Vural,外文書,,6600,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a759543/page/9/idx/60/cat/F01/pdf/1/spell/3
Programming with LEGO(R) SPIKE(TM) Prime and Python for High School,Fernandes  Flávia Gonçalves  Mendes  Rodrigo Felipe Da Silva,外文書,,2530,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b046877/page/10/idx/1/cat/F01/pdf/1/spell/3
Data Analytics for Finance Using Python,Kose  Nitin Jaglal  Untwal  Utku,外文書,,2474,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a870473/page/10/idx/2/cat/F01/pdf/1/spell/3
"Ultimate Robotics Programming with ROS 2 and Python: Design, Develop, and Implement Intelligent Robotics Applications",Cacace  Jonathan,外文書,,2197,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b047077/page/10/idx/3/cat/F01/pdf/1/spell/3
Data Analytics for Finance Using Python,Kose  Nitin Jaglal  Untwal  Utku,外文書,,6050,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a870442/page/10/idx/4/cat/F01/pdf/1/spell/3
Python程式設計與OpenAI API應用：零基礎建構非同步GUI的AI聊天機器人 (電子書),王進德,中文電子書,88,396,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050197970/page/10/idx/5/cat/E05/pdf/1/spell/3
The Real Guido van Rossum: The Python Revolution - Unofficial,Abdul  Tatyana,外文書,,4560,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a949655/page/10/idx/6/cat/F01/pdf/1/spell/3
Python零基礎入門班(第三版)：一次打好程式設計、運算思維與邏輯訓練基本功 (電子書),文淵閣工作室,中文電子書,,390,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050108442/page/10/idx/7/cat/E05/pdf/1/spell/3
"Generative AI on Google Cloud with LangChain: Design scalable generative AI solutions with Python, LangChain, and",Jorge  Kuligin  Leonid  Maximilian  Tschochohei  Zaldívar,外文書,,2474,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b005978/page/10/idx/8/cat/F01/pdf/1/spell/3
"Practical Ruby 3 Programming: Simpler than Python, offering concise syntax, reusable code, and maximum developer",Fylix  Zorin,外文書,,2470,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b074857/page/10/idx/9/cat/F01/pdf/1/spell/3
Handbook of Computer Programming with Python,Christos  Dimitrios  Manolas  Ourania K.  Xanthidis  Xanthidou,外文書,,2474,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a968979/page/10/idx/10/cat/F01/pdf/1/spell/3
Thermal Physics Tutorials with Python Simulations,Kouh  Minjoon  Taejoon,外文書,,2529,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a969746/page/10/idx/11/cat/F01/pdf/1/spell/3
Python for Engineers and Scientists: Concepts and Applications,Gupta  Nayak  Nishu  Rakesh,外文書,,2529,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a969728/page/10/idx/12/cat/F01/pdf/1/spell/3
Python for Beginners,B.  Balamurugan  Dhatterwal  Jagjit Singh  Kaswan  Kuldeep Singh,外文書,,2694,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a969701/page/10/idx/13/cat/F01/pdf/1/spell/3
Python量化交易實戰：使用vn.py構建交易系統,歐陽鵬程,簡體書,87,412,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN11934654/page/10/idx/14/cat/CN1/pdf/1/spell/3
Python機器學習與深度學習特訓班(第二版)：看得懂也會做的AI人工智慧實戰 (電子書),文淵閣工作室,中文電子書,,520,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050104678/page/10/idx/15/cat/E05/pdf/1/spell/3
Powerful Python: Patterns and Strategies with Modern Python,Aaron  Maxwell,外文書,,2470,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a835387/page/10/idx/16/cat/F01/pdf/1/spell/3
Data Visualization in R and Python,Cremonini  Marco,外文書,,7975,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a737670/page/10/idx/17/cat/F01/pdf/1/spell/3
Python與LINE Bot機器人全面實戰特訓班--Flask最強應用 (電子書),文淵閣工作室,中文電子書,,550,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050101382/page/10/idx/18/cat/E05/pdf/1/spell/3
Python Essentials You Always Wanted to Know,Peters  Publishers  Shawn  Vibrant,外文書,,3849,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b010946/page/10/idx/19/cat/F01/pdf/1/spell/3
Python Essentials You Always Wanted to Know,Peters  Publishers  Shawn  Vibrant,外文書,,2749,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b010944/page/10/idx/20/cat/F01/pdf/1/spell/3
"Python for Bioinformatics: Using machine learning for drug discovery, cluster analysis, and phylogenetics (English",Fatima  Parul  Shahnaz  Verma,外文書,,2097,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b022818/page/10/idx/21/cat/F01/pdf/1/spell/3
"Design, Development and Analysis of Lunar Crescent Visibility Criterion with Python",Faid  Mohd Hafiz Mohd  Mohd Saiful Anwar Mohd  Muhamad Syazwan Bin  Nawawi  Saadon,外文書,,2749,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a828461/page/10/idx/22/cat/F01/pdf/1/spell/3
Python Programming for Mathematics,Guillod  Julien,外文書,,6325,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a877093/page/10/idx/23/cat/F01/pdf/1/spell/3
Python Programming for Mathematics,Guillod  Julien,外文書,,2474,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a877054/page/10/idx/24/cat/F01/pdf/1/spell/3
機器學習數學基礎一本通(Python版) (電子書),洪錦魁,中文電子書,,416,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050252816/page/10/idx/25/cat/E05/pdf/1/spell/3
Python數據挖掘、分析及視覺化基礎,丁其鵬,簡體書,87,355,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN13976582/page/10/idx/26/cat/CN1/pdf/1/spell/3
Effective Python: 125 Specific Ways to Write Better Python,Brett  Slatkin,外文書,,3849,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a945442/page/10/idx/27/cat/F01/pdf/1/spell/3
Comprehensive Guide to Python Programming: From Basics to Advanced App,Lakshmi Prasad  Manuri  Mudarakola  Padmaja,外文書,,5225,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b040140/page/10/idx/28/cat/F01/pdf/1/spell/3
"Learn Python Programming - Fourth Edition: A Comprehensive, Up-to-Date, and Definitive Guide to Learning Python",Fabrizio  Heinrich  Kruger  Romano,外文書,,2199,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b011564/page/10/idx/29/cat/F01/pdf/1/spell/3
Biostatistics with Python: Apply Python for biostatistics with hands-on biomedical and biotechnology projects,Darko  Medin,外文書,,1924,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b006091/page/10/idx/30/cat/F01/pdf/1/spell/3
程式設計改變生活——用Python提升你的能力(進階篇·微課視頻版) (電子書),邢世通,中文電子書,,416,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050252827/page/10/idx/31/cat/E05/pdf/1/spell/3
程式設計改變生活——用Python提升你的能力(基礎篇·微課視頻版) (電子書),邢世通,中文電子書,,500,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050252828/page/10/idx/32/cat/E05/pdf/1/spell/3
LINE Bot by Python 全攻略：從Heroku到AWS跨平台實踐(iT邦幫忙鐵人賽系列書) (電子書),饒孟桓,中文電子書,,460,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050092794/page/10/idx/33/cat/E05/pdf/1/spell/3
Hands-On Prescriptive Analytics: Optimizing Your Decision Making with Python,Paczkowski  Walter R.,外文書,,2280,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a819882/page/10/idx/34/cat/F01/pdf/1/spell/3
Python 從網路爬蟲到生活應用超實務：人工智慧世代必備的資料擷取術 (電子書),陳會安,中文電子書,,460,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050089502/page/10/idx/35/cat/E05/pdf/1/spell/3
A Python lives in my Garden,O. Rourke  Tina  Alan  Fitzpatrick,外文書,,660,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b005341/page/10/idx/36/cat/F01/pdf/1/spell/3
讓Python遇上Office——從程式設計入門到自動化辦公實踐 (電子書),潘美冰,中文電子書,,534,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050206172/page/10/idx/37/cat/E05/pdf/1/spell/3
Reinforcement Learning for Finance: A Python-Based Introduction,Hilpisch  Yves J.,外文書,,2660,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a737705/page/10/idx/38/cat/F01/pdf/1/spell/3
Learn Python Easily,Das  Debmitra  Dutta  Ritam,外文書,,4620,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b022153/page/10/idx/39/cat/F01/pdf/1/spell/3
跟著阿才學Python - 從基礎到網路爬蟲應用 (電子書),卓宏逸  曾芷琳  歐志信  蔡捷雲  蔡文龍  黃承威,中文電子書,,450,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050073649/page/10/idx/40/cat/E05/pdf/1/spell/3
Python for Experimental Psychologists: A Fun Way of Learning How to Code Your Experiments and Analyses,Dalmaijer  Edwin S.,外文書,,7425,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a783454/page/10/idx/41/cat/F01/pdf/1/spell/3
Python for Experimental Psychologists: A Fun Way of Learning How to Code Your Experiments and Analyses,Dalmaijer  Edwin S.,外文書,,2034,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a783393/page/10/idx/42/cat/F01/pdf/1/spell/3
Python X ChatGPT：零基礎AI聊天用流程圖學Python程式設計 (電子書),陳會安,中文電子書,,490,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050170252/page/10/idx/43/cat/E05/pdf/1/spell/3
"Exploratory Data Analysis with Python Cookbook: Over 50 recipes to analyze, visualize, and extract insights from",Ayodele  Oluleye,外文書,,2749,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a117693/page/10/idx/44/cat/F01/pdf/1/spell/3
人工智慧與深度學習--理論與Python實踐 (電子書),黃日鉦,中文電子書,88,404,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050073657/page/10/idx/45/cat/E05/pdf/1/spell/3
Statistical Data Analysis using Python,Kebede Gebre  Kindu  Million  Wesenu Demissie,外文書,,4015,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b014736/page/10/idx/46/cat/F01/pdf/1/spell/3
Deep Learning with Python: Step by Step Tutorials,Balakrishnan  D,外文書,,1994,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01b049434/page/10/idx/47/cat/F01/pdf/1/spell/3
Python Arithmetic: The Informational Nature of Numbers,Manca  Vincenzo,外文書,,10199,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a838961/page/10/idx/48/cat/F01/pdf/1/spell/3
Python從入門到精通(第3版),明日科技,簡體書,87,469,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN11893340/page/10/idx/49/cat/CN1/pdf/1/spell/3
矩陣力量：線性代數全彩圖解+微課+Python編程,姜偉生,簡體書,87,1347,https://search.books.com.tw/redirect/move/key/python/area/mid/item/CN11890961/page/10/idx/50/cat/CN1/pdf/1/spell/3
Introduction to Quantitative Social Science with Python,Dmitry  Weiqi  Zhang  Zinoviev,外文書,,2750,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a783420/page/10/idx/51/cat/F01/pdf/1/spell/3
Introduction to Quantitative Social Science with Python,Dmitry  Weiqi  Zhang  Zinoviev,外文書,,7700,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a782643/page/10/idx/52/cat/F01/pdf/1/spell/3
using Python,Ayd  Harrison  Matthew  William,外文書,,2749,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a979933/page/10/idx/53/cat/F01/pdf/1/spell/3
物聯網實戰：使用樹莓派/Arduino/ESP8266 NodeMCU/Python/Node-RED打造安全監控系統 (電子書),林聖泉,中文電子書,,360,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050068351/page/10/idx/54/cat/E05/pdf/1/spell/3
The Rat In The Python: Book 3 Fashion,Alex  Craigie,外文書,,549,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a976909/page/10/idx/55/cat/F01/pdf/1/spell/3
Python codes to fetch & analyze NSE stock market data,Jaganath  Kanagasabapathy  M  R  Vishnushankar,外文書,,440,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a981963/page/10/idx/56/cat/F01/pdf/1/spell/3
Python深度學習原理、演算法與案例 (電子書),李劍鋒  林慶發  鄧立國,中文電子書,,714,https://search.books.com.tw/redirect/move/key/python/area/mid/item/E050206107/page/10/idx/57/cat/E05/pdf/1/spell/3
Python Fundamentals for Data Analytics: Understand and analyse variety of data in minutes (English Edition),B. Shetty  Chandrika  M  Pavithra,外文書,,2397,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a974806/page/10/idx/58/cat/F01/pdf/1/spell/3
From ML Algorithms to GenAI & LLMs: Master ML Algorithms and Generative AI & LLMs with Python from scratch!: Master,Aman  Kharwal,外文書,,1374,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a974814/page/10/idx/59/cat/F01/pdf/1/spell/3
The Real Life of Guido van Rossum: Python’s Untold Journey - Unauthorized,Arjun  Khan,外文書,,4560,https://search.books.com.tw/redirect/move/key/python/area/mid/item/F01a973548/page/10/idx/60/cat/F01/pdf/1/spell/3
